speaker,sib_m1,sib_m2,sib_m3,sib_m4,sib_hi,sib_peak,sib_frac
ls-1165,4379.605623141708,678.4315934143899,0.3014285927757957,3.737696899252927,0.16123896459894754,4160.0,0.01602787456445993
ls-1168,3659.9650613874364,1036.360472812425,0.7746739525640192,0.903806869866189,0.07007992757965328,3420.0,0.015529459633577087
ls-118,4760.137377305581,810.6577208992245,-0.006986443624206993,3.969499561236466,0.4980057628880462,4840.0,0.013848396501457727
ls-1182,4678.89751805502,855.6682402849539,0.7076100835987429,1.7752336094174528,0.3532995891952795,4280.0,0.08053426941372613
ls-1183,6927.185144014294,873.5117694017468,-1.1738682647709486,2.037183776610884,0.959850138867882,7240.0,0.1787878787878788
ls-1187,5661.6636121973515,1228.5266119421358,-0.21749196755546085,-0.058796674817361616,0.7481655885020673,5160.0,0.04192355117139334
ls-1212,6250.900903940804,775.1898735097236,-0.24304565122269936,0.2379834724774259,0.9667223343209668,5800.0,0.026227303295225286
ls-1235,3296.3781825848855,864.5749239747304,2.271547029054366,6.388945510071811,0.041486548298649326,2720.0,0.00440852314474651
ls-1241,5292.109241556265,801.0903625986537,0.03345440920261189,2.6625064014917266,0.6331814417204652,5190.0,0.11874784327989331
ls-125,4610.86133057811,881.797193887986,0.4908708484451468,2.1033307270349746,0.26320813817851085,4700.0,0.07511737089201878
ls-1259,5821.322405569987,933.2469038685892,0.11752299833525891,1.5010552700226116,0.939709310658255,5780.0,0.053305588949035226
ls-1263,5075.31411716552,992.0964603175355,0.5291473326778551,2.2492677762994147,0.4826644699853173,4760.0,0.03864814430852166
ls-1271,5272.742153958297,1136.3330096721666,0.4774587106325557,0.4999129259438153,0.4927120013919679,4680.0,0.02711864406779661
ls-1274,3867.2118451149613,816.6213814909045,0.6998565718916959,1.7280313198916168,0.11193706280731723,3600.0,0.07574304889741132
ls-128,4250.430593715669,777.5552039742843,-0.15264127353390294,3.4736299536164017,0.12809519340302877,4040.0,0.01839464882943144
ls-1280,5479.547034210597,967.2334847031013,0.3541806337309461,1.8589872340060838,0.817521041244536,5280.0,0.08012820512820513
ls-1283,5508.467357045266,969.604424526644,0.6660992393312627,0.9420123666189576,0.6165594098246417,4980.0,0.010853684425223005
ls-1289,6401.154614390329,982.391305512899,-0.6984131323933571,1.4412337276640332,0.9180513805553208,6820.0,0.01753043513032699
ls-1296,5644.927721378372,625.8556499490442,0.7688961346348272,3.093016561850531,0.9307242476370945,5480.0,0.05816733067729084
ls-1323,4913.055511768392,1030.5199692312538,0.37687125683683975,2.058601835770612,0.47408609417567826,4800.0,0.0492612345886396
ls-1331,4748.683393339148,1012.5745982762908,0.5126070832150922,0.579337835693351,0.33353797198575663,4220.0,0.08754055569342194
ls-1334,5376.21317139916,1167.9464486408722,0.4538960095230048,-0.09003271847545968,0.5315813007105428,4620.0,0.05642167780252413
ls-1337,5420.508964039182,897.6820110683627,0.17322638018445347,1.2398742208364817,0.6818588051836185,5220.0,0.016919360584201622
ls-1342,5660.807618099806,799.2877487635177,0.2169447998703954,1.699863065244215,0.7886844924662809,5340.0,0.02289077828646174
ls-1343,5621.70255712821,940.2007154442867,-0.22439522470822926,2.669867475278628,0.7783479503666947,5400.0,0.08156959966042965
ls-1347,5045.978529751559,724.120948819103,0.8500767190054845,3.850306456509396,0.41294204005222485,4800.0,0.027155465037338764
ls-1353,4154.845774360165,969.9906243078472,0.1360247267541872,1.7201085706586734,0.10111971486479907,4420.0,0.027851458885941646
ls-1355,5482.983254477485,1321.6863359932338,-0.0583534963552958,-0.7106692547421058,0.5726588431792414,4890.0,0.018165199368529117
ls-1363,4523.618084935919,850.7098020289532,0.5201123921486933,3.867226408335428,0.3859165345684471,4360.0,0.007562532904242223
ls-1367,5121.894798941083,984.8616250893394,1.2488294307861099,1.6223624936819327,0.4117912635876446,4820.0,0.08657131932994001
ls-1370,5938.477447547568,1086.0479720620306,-0.12181915391165926,1.372407464074906,0.7842713611492249,5550.0,0.057264367094567024
ls-1387,4975.621608221907,1005.5260866004384,0.7288697337476241,1.0131721306071417,0.4340573553120286,4820.0,0.038197808319689115
ls-1390,6666.494273836812,940.7411093027409,-1.0331824080374352,3.9323628549526117,0.9687983395371852,7440.0,0.028018679119412943
ls-1403,5062.182833981073,1375.9602615060046,0.5187124074132818,-0.33741384924567797,0.3764943097671086,4280.0,0.017265193370165747
ls-1417,3940.463410099903,918.6902488684515,1.0260383991434778,2.8340146939380895,0.12326199986824937,3930.0,0.008280520703978077
ls-1446,5483.65606849523,1231.3856625928709,-0.052144717025237895,-0.43077238036343246,0.5901589612824336,5280.0,0.019262981574539362
ls-1447,5939.591277174486,775.6730831073678,-0.02717658773665088,1.9283562102334666,0.9265564785008665,5830.0,0.03698598658158764
ls-1460,5477.36211844808,855.6284360620883,-0.07018944862765611,4.003999683294616,0.7526085163999038,5400.0,0.04828551434569629
ls-1469,4489.41970118181,802.0466814542175,1.2937015796471667,3.296094361488489,0.1774521665297501,4000.0,0.04606060606060606
ls-147,5192.917439910745,952.4519369368586,0.3320117924232542,0.7320536751006501,0.481157076348178,4760.0,0.030405405405405407
ls-1472,4980.148025814663,1058.102895739859,0.11706133315416087,1.1468688464704628,0.528830830423183,4970.0,0.05312599526427296
ls-1473,4490.726368207521,811.7498415776374,0.7548844040183826,5.3868011616375195,0.13723029037876125,4480.0,0.021011162179908074
ls-149,4829.5431798346135,781.3557344589449,0.48032565458740906,3.8342222545744047,0.35725739252584,4680.0,0.03807615230460922
ls-1495,4907.1282367360645,859.4017932930687,-0.018143099033179427,3.258850437840577,0.433631481521263,4860.0,0.04952894721751169
ls-150,5992.03789019498,1003.913975667668,-0.866230978371049,1.8175844417553426,0.8712578878228651,6160.0,0.027777777777777776
ls-1502,4366.186120510717,1076.4672701027778,0.7078524755395836,0.5635861249883805,0.3040300317226025,4000.0,0.004516129032258065
ls-152,4434.250298106509,688.314375201405,0.43868833092444887,4.584996824389981,0.12066601540057602,4240.0,0.005844155844155844
ls-1547,3905.594011890589,604.127958668064,1.0754450254188461,8.050079167674333,0.027927195203885664,3760.0,0.03513513513513514
ls-1552,5027.726565132684,702.8831389957002,0.3468641087620455,4.150279854933826,0.48676285443219053,5000.0,0.01454775458570525
ls-1553,6041.9079418742385,948.0591297386942,0.013979639418860993,0.05917938740778972,0.8647043077912144,5720.0,0.05762473647224174
ls-1556,4747.774344497344,1195.313977886095,0.1624612278418617,0.6627631158096045,0.37281244699870497,4530.0,0.05547469771607703
ls-1563,6934.584564259509,662.6829213237379,-1.7875161312636494,8.249360731867583,0.9905418042218543,7080.0,0.04042017766393944
ls-1564,4392.506455154893,654.8606477528148,0.3989940891367019,3.5337148222799755,0.15630216394699903,4180.0,0.043423097662321185
ls-1572,4765.849012352272,1043.0758332475225,0.7065265748470764,1.1794888059643922,0.3720374125866478,4370.0,0.01507454369473911
ls-1578,3788.326115310205,756.9912248086489,1.2488429892438309,3.1421394561181675,0.07475962278157817,3440.0,0.008507347254447023
ls-1579,4742.561546596481,871.5914716209256,-0.5761500992020251,2.78852849079494,0.492530541098475,5040.0,0.006915629322268326
ls-159,4804.305000618982,1074.5371105190134,0.62865732824672,0.5660250714031683,0.3084665502288705,4540.0,0.054444400530872586
ls-1594,5266.188145833459,1090.3076329581259,0.5728892181585677,0.8170174432345076,0.5040812786765473,4680.0,0.08138238573021182
ls-1595,4472.743644649863,831.9328799950567,1.520717420449376,3.932920499370849,0.20818282366577975,4280.0,0.005813581037796284
ls-161,3892.996984497434,277.32951122463743,-4.415309639323409,45.74620489823627,0.0016842686985933772,3920.0,0.011396011396011397
ls-1614,4785.208613953031,882.4960902966844,0.9046524097813289,2.616801977034317,0.2902528550245265,4600.0,0.08493273956088615
ls-1624,5752.01882520022,1076.8546462199965,0.1559750056725376,0.09160099060179006,0.8194751516804912,5240.0,0.06803218727139722
ls-1629,6215.596380226054,1202.683843529176,-1.133149193615186,1.5218790122705097,0.8769978671766903,7100.0,0.02751330205493814
ls-1653,3606.788372258739,827.8236565929152,1.9664606676741296,5.232752808693354,0.07561358073646329,3520.0,0.044939010274054614
ls-1664,3619.06242470105,944.4467815240693,1.1582509073388143,3.350936918295205,0.06361837997780347,3720.0,0.006060606060606061
ls-1674,5000.909960682627,781.6299864482774,1.020591690671033,4.280527313245981,0.40552060200594114,4680.0,0.014565057225510767
ls-168,5044.431245392456,1129.0886100300127,0.1588265913324794,-0.16719299149806888,0.49237469015807295,4700.0,0.0627388634552585
ls-1693,3759.38169321049,572.6715162425363,1.1774619476825454,8.458624634077824,0.05282840919621653,3660.0,0.010159651669085631
ls-1695,3761.070947249228,890.2658556210217,1.6911892177091197,3.2573776979229976,0.1014470823545975,3170.0,0.009671532846715328
ls-1704,4227.658027780712,976.3449574224996,0.6265975275518548,0.9201671111314775,0.1550202667949456,4000.0,0.005083514887436456
ls-1705,4206.635512490955,975.5052229662851,0.4178936745945231,0.6393508423945109,0.18733887358262388,3800.0,0.00818639798488665
ls-1708,5341.934402978958,763.3322165939793,-0.016119992616981726,1.9914083098005282,0.6863593962681535,5280.0,0.116793893129771
ls-1714,4299.039986385082,995.5328818629038,0.420526851221812,0.411086230450743,0.2609829192392369,3590.0,0.014101117393810791
ls-1721,5647.901695946999,847.5151239214583,-0.2399375073374328,4.118842808310716,0.9215873865643309,5660.0,0.008968609865470852
ls-1724,3681.996158567884,1007.8619047533443,0.22825148453990862,1.2723244523256354,0.0545136570460943,4060.0,0.012328767123287671
ls-1734,5895.0637474399755,997.6035377331752,-0.06791912206654754,0.49648740370525624,0.8246208899574241,5440.0,0.06938916421454752
ls-1736,4027.031249646668,719.6350174183364,0.6745908798496959,2.5223095848331667,0.07778053722508363,3920.0,0.009450171821305841
ls-1737,5582.606105382729,1296.903350743334,-0.6350074388214249,0.5374702496674155,0.7684311132434888,5720.0,0.09642857142857143
ls-1743,4713.1383762089245,1246.8768970161564,0.8989422090348858,-0.020857286574529676,0.29933313931270034,3900.0,0.04284047934326891
ls-1746,4860.612276378282,1143.5369605988635,0.3811611752173144,1.233382220653859,0.3266399450883996,4240.0,0.036860879904875146
ls-1757,3879.668938593031,650.3081464897599,2.9972024732518467,10.46272233885195,0.06862503091943863,3680.0,0.0037064492216456633
ls-176,5388.375692721473,815.9451958849754,0.032373990357636995,4.074573893774842,0.7795668945551116,5160.0,0.020833333333333332
ls-1765,5952.6107646368455,963.4042649509653,-0.013716762147065756,0.11808424847718713,0.7666869687975535,5780.0,0.06357688874009597
ls-1780,5678.634354521813,980.0545572451931,0.18074942449616077,0.8841330973028678,0.7391224671650832,5640.0,0.020945945945945947
ls-1784,6524.25148125783,877.435172944644,-0.6964773229497774,2.374134387707821,0.9557714574334065,6320.0,0.006909547738693468
ls-1800,4187.7923155261415,979.3995768628256,1.362618131700132,2.0694541389540344,0.1400080011510157,3900.0,0.005187577193825711
ls-1806,3825.278519000101,598.4226222096781,0.5714796808190854,6.1695444834919755,0.054527444852727494,3870.0,0.013845250598051228
ls-1809,4019.4534114001744,690.8691529903052,1.5291252920561584,8.699448192600597,0.04767087579099501,4000.0,0.012737978150219723
ls-1815,5324.2973330202685,863.8335256398764,0.8563071688062858,1.0792084059252116,0.654162068171739,5000.0,0.059012187299550996
ls-1826,4786.5756444231865,1140.0762319385187,0.5902001878830403,0.7599654110479166,0.32767617832610824,4240.0,0.11605015567889536
ls-1841,5739.489917123792,918.4098570133981,0.1867042896438108,1.8291940404927307,0.9168266727475444,5520.0,0.10628019323671498
ls-1844,3991.4763073437944,590.9934548022062,0.6771504786171259,8.510785604659702,0.03295468453636273,3940.0,0.02909323516357275
ls-1845,5812.835213418433,1069.8102452572148,-0.6555439668791121,1.726844161797372,0.7430421729858344,5950.0,0.02811832097893293
ls-1867,5420.361023889423,1139.453722756577,0.35063050449456534,0.0860636309126449,0.5552648400024625,4630.0,0.08922975406981992
ls-1868,5229.292548439975,1003.0622602121784,0.05128054714463848,-0.1500441526448415,0.6485636807610669,5520.0,0.07424242424242425
ls-1870,5233.864671766536,1032.7230262556864,-0.5476328319366917,1.5109764220773174,0.6615411329439147,5240.0,0.040157998683344305
ls-1878,5374.32326575865,1082.6407404626525,0.49163446966171503,0.07542441781561893,0.5276110067661245,4840.0,0.031994981179422836
ls-188,6122.011247774627,506.3090245663554,-0.3597211976627647,12.601554675966534,0.9777487360323277,6000.0,0.003229974160206718
ls-19,5366.0991540807945,1007.1629700232231,-0.5171741840449499,2.882598712357436,0.6517682148060757,5250.0,0.018368534677274617
ls-1903,4820.734906190946,815.643143234656,1.2518415641151073,2.7706729969612516,0.2967536601985654,4380.0,0.033399014778325124
ls-192,4247.510467004522,1128.4688679031283,0.29040006189917045,-0.6405474675484006,0.3098775391732398,3620.0,0.005805515239477504
ls-1920,5318.232330475499,936.2017521412297,-0.7087283254444501,2.0953435091770287,0.737822210895298,5440.0,0.11098615592845669
ls-1923,5184.6808930691695,1133.3968610510278,0.11134772019028377,1.1597793876000884,0.4999590037482928,4830.0,0.04103305483709345
ls-1933,4503.37963156705,1340.3071149082455,-0.12868938027282162,-0.9798159145335075,0.42810749461613157,3440.0,0.003198976327575176
ls-1938,4729.911253023825,939.1294548744611,1.0145258167379645,1.8567320533905471,0.22483140665953882,4360.0,0.01740391588107324
ls-1943,3579.5616443285485,549.6094119907518,0.9182726108477403,4.157154462936061,0.016721334436285727,3370.0,0.023091385558201907
ls-1958,4773.31812081968,970.704460234549,0.8669732114282578,1.7847412785574592,0.2980965432997573,4320.0,0.03166121632348201
ls-1961,5440.070557831427,832.1024300406671,-0.08129455716469786,2.4334369143775048,0.7107711636570955,5170.0,0.024682870747982255
ls-1963,4898.3712604362845,1094.603190799578,0.2406248793217064,1.8808324264574319,0.4594409983107671,4700.0,0.05275967415758453
ls-1974,4959.984238057862,1002.6686700564078,-0.3373715523991193,2.6722838698612352,0.4799742237929253,4900.0,0.023841046113736355
ls-1989,5192.605272182386,1139.9481211306133,0.4984655156536187,2.449442380309905,0.5718409286107774,4640.0,0.009234828496042216
ls-1992,4719.3937255390065,1098.7984452404326,0.47941040018347686,1.2528770234668647,0.46410917784767947,4040.0,0.011355034065102196
ls-2002,5763.749981629984,926.2618091889128,-0.022965877906361225,0.641839234711203,0.8475620536897571,5560.0,0.037477148080438755
ls-2010,5527.071182371204,1145.203529089722,-0.15564623104497255,0.5362662713371318,0.6262587439493763,5600.0,0.04086181277860327
ls-2026,5001.125997178294,947.0026251987462,0.373158245021192,2.40631469140867,0.5093386773480467,4840.0,0.061759201497192766
ls-2045,4722.587618613864,945.7044227992228,0.9916270059836902,2.061871584279423,0.3757034105246617,4600.0,0.026972353337828724
ls-205,4352.3068444181945,984.5493937156217,0.5563101028670678,1.5632860394502806,0.24342887783803518,3790.0,0.018158496329386622
ls-2050,6210.269920864044,928.1434961245045,-0.43471083153946644,2.2592950527553914,0.9286274488437041,6040.0,0.06806627280765212
ls-2051,4334.614174574344,1008.0885781658756,0.7078265745347435,1.1137417074575424,0.27880855393050974,3860.0,0.012764182119605196
ls-2053,4925.24868432472,1081.9386656592628,0.7883557149701479,0.9450919572939054,0.35872085664473996,4600.0,0.024167859727063565
ls-2056,5640.05653614057,941.285261968952,0.09881917391191924,2.0848338161170563,0.7497832571231402,5380.0,0.057154554503224764
ls-2060,3867.4897211781354,606.4592749606104,0.756106716663472,5.928475277469741,0.02601322138902149,3750.0,0.006837256164696595
ls-2061,5795.317546062875,932.272640865946,0.16630515006426494,1.4899527549991194,0.8709510164724121,5580.0,0.033976562701830915
ls-2062,5082.910578575953,1164.8424795259784,0.2891096211465187,0.9779433842054849,0.42152148144136825,4590.0,0.016067321468969158
ls-209,4562.067146025847,826.9122193099754,0.7773136238552149,3.35445924004057,0.1926970570540642,4300.0,0.06879729859181914
ls-2090,4355.850738250776,779.082387687218,0.9419308801931052,2.0941057588323546,0.24039056899215255,3920.0,0.01263157894736842
ls-2092,3427.5356399552134,616.2471096752154,1.0249105378736751,5.5375389941501965,0.05024079953811141,3280.0,0.006003430531732418
ls-2096,4385.915897020145,1219.311608634933,0.3736654716869284,-0.29434471461875367,0.35407491164678284,3500.0,0.05861581920903955
ls-2104,4222.423513388149,1068.8215831923212,1.2973334983329057,2.222080070132697,0.17617322972107735,3680.0,0.027406440647824402
ls-2110,5770.932821980308,1079.1397789566558,-0.024273961733039487,0.7856817841317385,0.7493563585843047,5110.0,0.055268649880030454
ls-2136,3976.394919805136,1363.4796300050302,1.053241472640556,0.5355955452406254,0.19169338512532078,3360.0,0.02545743834526651
ls-2149,4939.94286322496,1361.961210168488,0.07461949981944871,-0.35732209995379116,0.47258245049848213,5160.0,0.03308437081111315
ls-2167,4684.8166258586425,1395.1263418674723,0.7460447286143979,-0.2287439308212419,0.3043754861667599,3870.0,0.07765281103888699
ls-2182,4684.5465907592115,648.2260801481698,1.0567284973954867,5.290839843883141,0.2114290472783987,4480.0,0.04439917970884576
ls-2195,4063.431320501113,1043.0712326383257,1.2982306504484389,1.862756386888881,0.1646188341851308,3880.0,0.029792746113989636
ls-22,5834.118962589502,905.4832989240567,-0.7403960891936862,2.977152446319386,0.8743011607266298,5870.0,0.07622453033656848
ls-2204,6297.532460404311,1027.2311146912457,-0.15786242111003948,-0.29305607932934286,0.8757313111358211,6260.0,0.005420844440234722
ls-2230,5779.456399922879,1079.6305212701873,-0.2427282815709471,0.011710309067582525,0.792348067191972,5240.0,0.0315712187958884
ls-2234,4423.5434902493935,1363.7379072641857,1.1299314656665618,0.355472280569175,0.23976855042579653,3660.0,0.04013676017882978
ls-2238,3432.9156805356697,861.8028070829508,2.0475493356924344,6.426893068703404,0.055110382776752065,3400.0,0.009499683343888538
ls-2246,4600.162454507938,778.2114322952568,0.02526234201404998,2.659921567132904,0.2737629125620684,4520.0,0.021678321678321677
ls-225,5645.027448184121,941.8555388622924,-0.056190813361365416,2.439408635534204,0.8661930865891834,5460.0,0.04898525664361121
ls-2256,5252.085346367444,777.9668240730904,0.2114985161217372,3.8925643660998164,0.7762476914462344,5100.0,0.03414208346979834
ls-2262,5717.879746293984,1380.6184050105403,-0.22793155535464898,-0.6506167494362738,0.6973109251757748,5280.0,0.030913978494623656
ls-2269,3252.198946907867,638.7465110653484,2.513742069633021,10.238739544114605,0.029801170558014033,3020.0,0.004597701149425287
ls-2276,3915.536579039699,1017.2891947349531,1.739861355450112,3.9315784163693333,0.12791810584187813,3620.0,0.03153745072273324
ls-2284,5838.992260718102,1033.3119743297125,-0.2312637373216894,-0.12821852854511118,0.7875473935379771,5760.0,0.10240427426536064
ls-2288,5843.482717506755,916.6912878235244,0.1731917783671382,0.30489125609665146,0.8591564810332435,5480.0,0.06981132075471698
ls-2292,4092.4414007989217,841.2591366637937,0.5806651189292747,1.4598832971243372,0.12712545956122076,3880.0,0.007390983000739098
ls-2299,4790.587410535141,878.5950085842082,1.0899109721085258,0.9889299271896927,0.309314206690794,4320.0,0.01768172888015717
ls-23,6492.324141840059,991.579848437717,-1.3006717691905187,3.4362283518710766,0.9364946154743038,6600.0,0.0354464894342195
ls-2301,4426.907866553071,761.9390022986927,0.722018434140165,3.3771534633102207,0.3522612206846588,4110.0,0.010802242001551016
ls-231,3784.818353048065,1042.7343252254898,1.0723649875292542,0.8166905222736702,0.11619783479716689,3440.0,0.006344171292624901
ls-233,3521.965693200673,600.1972701581038,1.3009723814555159,6.452350323848442,0.024334113678348496,3380.0,0.025590551181102362
ls-2356,4625.409228370707,927.5035565334342,1.5818304728734747,2.7102538508046745,0.21297647505026637,4190.0,0.013105286850818503
ls-2364,4718.1292729464785,669.2380074466307,1.4215280318316286,7.117300942203951,0.30100571977601775,4410.0,0.016816034051858796
ls-2374,4264.004879711636,1128.3344226603986,1.0679203907666834,2.77595926781892,0.20167934430476345,3860.0,0.008059100067159167
ls-2380,4433.21087843812,815.469580679378,1.7114715160751044,20.403902010207954,0.14651876647142703,4050.0,0.004091025566384954
ls-2391,3879.59496051664,795.2895439120988,1.4984555681896539,4.313651441970384,0.09152382598984053,3760.0,0.010135135135135136
ls-2393,4044.300913590897,1159.383845386026,1.2550396415462075,0.768757069661425,0.17516039819988916,3320.0,0.012687427912341407
ls-240,3688.123044441887,929.5138765203337,1.6039640403868387,4.354833838034652,0.08637298454168037,3380.0,0.0037854889589905363
ls-2416,4879.912630445667,891.969001730952,0.23341886136099282,3.6570347746301852,0.4580651665531907,4000.0,0.008430609597924773
ls-2445,5625.379697618258,739.3253846696814,0.21903597946010597,4.334319788899916,0.8857615864842326,5640.0,0.07534205068814134
ls-2448,6260.2551293980905,1035.2834241592104,-0.34168284952042943,0.09918085982557912,0.8503122993797497,6500.0,0.031813456050169206
ls-246,5182.637184417543,852.3439513557694,0.7889627886023992,2.132318195670769,0.5732532751873863,4940.0,0.08555399719495091
ls-2481,6172.07423429325,911.1989221891472,-0.21547928685829162,0.2461641498255407,0.9155948265884823,6000.0,0.10626612770670193
ls-2488,5290.765584611249,1112.7138043881262,0.012910642181975856,0.6598590017578201,0.6825316566535065,6360.0,0.011928429423459244
ls-2498,4400.73756778853,1074.5669293987671,0.6850118769109136,1.5830556609590403,0.25486556951613615,4090.0,0.04558482613277134
ls-250,5257.016505702244,882.315049294928,0.11787861766562788,1.1926895149129693,0.5650403792750051,5080.0,0.010422548466026726
ls-2517,4787.125033113939,838.10388526765,0.6154347247167965,0.8809555191127716,0.34889791876354537,4450.0,0.028996076447381877
ls-2526,4690.027114474582,811.9049687567833,0.9088468617513664,3.2178399732851766,0.2688079166363121,4340.0,0.02697841726618705
ls-2533,4722.796013615738,1281.839563513166,0.9200182100556815,0.6273523441893418,0.27356011271679803,4230.0,0.023131253075282927
ls-2552,3607.637721859766,1115.3952733446883,1.370482067956842,1.2084254816299547,0.17384264344362735,3120.0,0.008463541666666666
ls-2553,4664.972213337624,1250.8213852206663,0.3220134862349094,-0.6400624861906539,0.44830622846148777,3760.0,0.007543103448275862
ls-2570,6222.596903530401,942.345358395095,-1.659394044706434,5.552422841743541,0.9249118969608828,6260.0,0.015803415981874843
ls-2581,6196.285626829379,1218.9696775915158,-1.025866791965549,3.611194688571998,0.8541471991983927,6320.0,0.036274986056386176
ls-2588,5008.625399501365,890.5741260823756,0.4540905414395738,2.3385388906370403,0.5523119090253906,4990.0,0.06649721280811896
ls-2598,5431.9159298074865,968.6915026180764,0.07059458580414829,1.2335629416111211,0.7091881268080799,5040.0,0.010309278350515464
ls-2606,4253.307508356995,1015.661224414971,0.7595329046398603,1.1950334287163704,0.1805570906924101,3800.0,0.012709030100334449
ls-2607,4524.191680004384,1029.1180601436354,0.5135305920969273,0.6810527816674381,0.29644444323747365,4400.0,0.010408921933085501
ls-2618,6653.782907485353,1510.5322677418976,-1.3098452191518526,1.352333868452146,0.7891522016688536,7380.0,0.017543859649122806
ls-2624,6185.416193079073,1150.5426548194077,-0.6263594517997588,0.11547555302293055,0.8637423072138342,6800.0,0.0887218045112782
ls-263,3775.909962817477,723.1991065004114,1.6332721672766035,6.045369768049062,0.0636778973015431,3560.0,0.05776892430278884
ls-264,5132.514920518832,1164.0220208479923,0.28229199810093697,0.2208851040301667,0.5172550574698547,4960.0,0.06796116504854369
ls-265,4758.367849292776,755.3500268912655,0.5728809911743373,2.68554828879016,0.26714257217871795,4540.0,0.0878518852759525
ls-2676,4535.960290816996,842.0553970705353,0.7362682987065903,2.6895290953398527,0.2172768631194215,4280.0,0.05256723716381418
ls-2691,3871.8885741785334,1152.0551641378077,0.9042865937485696,0.05647533464879828,0.16344260929241278,3140.0,0.0049586776859504135
ls-2694,4104.321030281946,714.4583067597457,2.4928745675492214,8.763328249615629,0.07256276107544021,4020.0,0.02346041055718475
ls-2696,4117.94347311317,1019.2784318116335,1.1527966763533612,1.9579562590461426,0.14353999069787796,3600.0,0.04471194900780742
ls-2709,4092.8840535534828,861.0847981665477,1.262770862672399,3.0754803990533355,0.11473896523836413,3840.0,0.013878844845140095
ls-274,4593.177386824007,1110.1598430121187,0.9518592760097138,3.0072466746279813,0.27996582079705945,4170.0,0.02834445809939195
ls-2748,5825.156608806596,893.8818723324113,-0.5424508740683043,3.6263796511729285,0.9235309412195745,5620.0,0.016395946529378702
ls-2751,4203.667798336822,943.2201626083129,0.6789359129477814,1.5321122204588162,0.2596687322314707,3940.0,0.05236966513538642
ls-2762,6303.233640120721,967.2738032352338,-0.7169724257813025,2.06643937597284,0.923541622325089,6210.0,0.026895785231393826
ls-2769,5823.765391598001,1226.669890296814,-0.1258647041621475,-0.7365890538040931,0.6784598508364643,6320.0,0.007329842931937173
ls-2785,6066.131023767382,1035.7082179853728,-0.2651273190437938,1.4505012317187551,0.8907422066772501,5900.0,0.08937950949042758
ls-2792,5729.735537056662,1074.5224377547122,-0.21035630446841802,1.378217959720051,0.6890101938441674,5460.0,0.06083952811893989
ls-28,5417.659086739323,1017.4982276135568,0.2793609573838728,1.6916782896618483,0.6056547860659963,5020.0,0.04193063079170714
ls-2834,5342.072491216496,1108.3180900712418,-0.7059665008304864,2.996261026210838,0.6814635223621339,5220.0,0.00973263368315842
