speaker,gender,n_clips,f0,f1,f2,f3,f4
ls-123,female,4,166.5278091346304,400.10883166646886,1756.7520150789542,2742.7514450144,3873.707360153894
ls-1235,male,1,160.62845421321137,514.7446393649614,1684.2737007786043,2687.502858155025,3775.9538085572617
ls-1241,female,2,178.35192439105515,510.517316270015,1811.2223326243925,2711.4128429665193,3678.944336098811
ls-125,female,1,172.9723145712741,557.9560773681111,2022.369782414806,3007.2787029497663,4132.702557229346
ls-1250,female,4,198.91910564156672,563.0257279234613,1664.701642739811,2558.889975864275,3663.69704199255
ls-1259,female,4,166.4868237721733,581.1708754799047,1884.1953120550547,3000.2874396143743,4108.668843294843
ls-126,female,4,176.53290753490518,472.6719874427297,1711.1178863152586,2816.28436899232,4122.834563114021
ls-1263,female,4,153.17716503020006,447.26617229826775,1912.2553389304744,2901.0906661082463,3966.31605346976
ls-127,male,3,151.48081237249022,356.8467561662793,1679.6874542784071,2667.8185846278184,3720.5529194869223
ls-1271,male,2,145.71143354004607,713.1660050190051,1949.6155014670921,2880.8080539972907,3706.832232207198
ls-1274,male,3,136.96008417565957,584.1145940347876,1696.853439508599,2733.1718272625853,3715.75536263238
ls-128,male,1,146.2644872742529,421.0377461842948,1647.1851047286686,2502.924013600277,3706.6159525315006
ls-1280,male,3,151.8736723525865,396.3861316042663,1878.6425771280392,2772.2685437111104,3990.1780350890076
ls-1283,male,2,162.2897690235771,500.7235846341125,1657.1345792375198,2660.1293868704443,3603.1953819202377
ls-1289,female,4,143.44917471259004,432.1522243142807,1678.2196830143284,2908.4341106472416,4052.0768456540004
ls-1290,female,4,146.23675126701724,582.2047028363054,1469.4186116861556,2691.1701225481884,3751.3744255972297
ls-1291,female,2,181.52809842233216,496.7485585826108,1767.7061795416266,2789.9049473189953,3966.4195651836176
ls-1296,female,1,167.36640072578632,414.7762339839452,1870.5728197906933,2935.4373642951655,4300.617482799627
ls-1313,male,2,203.17006425459397,510.26365344413966,1617.299778219817,2709.964921995266,3715.6983683944422
ls-1323,male,4,148.8973044914552,547.069812654804,1812.7597728962987,2682.3265803788818,3492.5166395080814
ls-1331,male,2,159.41185694000401,429.8060567532607,1864.7207886287092,2683.2388468242398,3875.293417906969
ls-1334,male,1,144.1629326505929,452.15740029813753,1834.654037892269,2785.8578687628105,3588.5144784931217
ls-1337,male,4,142.07951469772019,480.33926584872034,1602.6956106145296,2482.0987661825975,3910.05183482921
ls-1342,female,3,183.26806360569043,612.7339170653061,1674.071378805496,2633.8101003396987,4088.172739117902
ls-1343,female,4,169.49622674251538,619.3933089744817,1916.7180233513807,2949.649790687904,3974.0671709931717
ls-1347,male,3,141.9329660408079,327.8400615979639,1994.3768055701687,2809.4704191417704,3757.530186747271
ls-1353,male,1,147.13180813063255,653.8402791833162,1823.5000034126751,2749.295460195146,3694.138768010956
ls-1355,male,4,164.32452178832196,397.28890620002437,1661.310602846779,2577.569062893772,3523.8915057314907
ls-1363,female,4,157.95706393236185,539.5211407434135,1761.5973352465307,2717.6243065700683,4050.45040776281
ls-1367,male,4,134.04506307375573,610.106872294429,1993.84103308353,2963.957909445604,3901.9587371610705
ls-1370,female,2,174.01396428560264,562.4864734337392,1618.7220627523586,3067.9709684622453,3860.9767128280146
ls-1379,male,4,174.62446396072642,502.6717679672555,1642.209805788709,2488.3661106270865,3668.249628620969
ls-1387,male,4,152.23949880543898,461.24154252578893,1693.241938342085,2665.5832445983297,3760.6206193026132
ls-1390,female,4,166.34886970955293,447.5419934821978,1834.5578473739056,2929.7594421892645,4062.8787614700946
ls-1401,female,3,179.1870877060146,543.1507369538361,1863.4548700828873,2882.376991542539,4005.053112669337
ls-1403,male,4,144.03862325247593,698.7810108094599,1789.7888868852674,2699.0010679479483,3647.342926682738
ls-1417,female,4,162.48043579582364,523.3857481574596,1752.4719365230185,2850.1206815902524,3709.9850530891426
ls-1446,male,1,153.87857322249948,323.14791053327485,1900.8077213966048,2919.863772774089,3896.785574052528
ls-1447,female,4,164.9568299800119,473.3765411435603,1615.174075230948,2835.0380110010365,3770.7349252192616
ls-1460,female,3,174.06710193636886,507.5781806970873,1804.6089667178605,2857.8024248031993,3935.671830826404
ls-1469,male,1,140.70508008679195,665.392510968802,1933.4036896070081,2838.2483612132846,3866.51753329217
ls-147,male,4,153.78152320890322,515.0949032801973,1648.001325606544,2840.204490438598,3814.5624338205057
ls-1472,female,4,167.87669310403612,556.3755708101481,1777.0313916100565,2724.43702402889,3719.6297831246775
ls-1473,male,1,146.12546129479313,596.0676681609576,1707.0040624133958,2680.0276722782273,3454.1028374273296
ls-149,male,4,154.72331218659934,741.8033237288975,1900.38411448619,2877.687264987998,3914.909271745091
ls-1492,male,4,194.9584910072246,446.11588388833155,1643.2386420664302,2634.01238196742,3726.0375459705406
ls-1495,male,4,171.813513184695,464.4412876671541,1482.9836757047917,2795.2291964469277,3617.6645668852343
ls-150,female,1,224.68126301125926,613.9516770039155,1837.5949352883226,3031.067240256956,3754.9468123052256
ls-1502,female,4,177.03051988292708,389.0938210244167,1646.1137139031166,2840.3366034452947,3964.7494090605987
ls-1513,male,4,176.02385731032496,436.16688053922724,1691.6683584290677,2549.326508664542,3625.240401453527
ls-152,male,4,154.74697603844945,483.1813495792827,1484.6740722137015,2583.544400290206,3823.440676181848
ls-1547,female,3,174.7030232453052,431.60756756985086,1746.3539213161635,2841.4772273743,3756.514320673
ls-1552,male,2,141.35623431890514,424.47065907728063,1652.0932355669152,2783.042813297151,4111.965907430793
ls-1553,female,3,165.1359061962729,516.3183872626607,1735.6838807843853,2736.9872400509976,3819.407050257303
ls-1556,male,4,144.63405602211486,497.80310538081636,1680.5665997908814,2689.4542046948477,3745.7208333872977
ls-1563,female,4,67.07068124773417,664.7395572540177,1846.868371920609,2896.825514912212,4159.353241218174
ls-1564,female,3,176.79134282935863,447.1964066163449,1702.1770643497084,2732.110219782217,4011.3353299422056
ls-1572,male,4,127.20345020844337,486.6581781914308,1744.7162251809077,2665.600260452639,3814.467543568066
ls-1578,female,3,174.448865239869,465.0846486123414,1766.0564587005701,3025.564349301134,4055.088092521659
ls-1579,female,4,171.27828056970696,643.9778817621851,1606.5787880806188,2667.2512015309358,3567.7076472689996
ls-159,male,4,121.1171676630117,938.6581287725165,2232.8554628642387,3308.4993503930564,4303.514133691432
ls-1594,male,1,130.3722024861058,700.1245647228316,1813.4901358265074,2823.4543218145964,3781.562487419239
ls-1595,male,4,171.16863412156957,383.8199912832225,1652.44387644088,2618.938519716686,3747.7894852483105
ls-161,male,4,146.8540310434501,466.5338750895221,1525.3958365229346,2690.8800015556117,3761.2315746774907
ls-1614,male,4,154.40199438331126,487.5922384946882,1723.5296744003529,2636.9928929241196,3737.8077302481734
ls-1621,male,1,144.09506197302127,359.2754033649317,1601.1604548798196,2673.807121324179,3859.901362533442
ls-1624,male,3,147.40162798681354,431.5117015779605,1887.396958154883,2748.8787478734102,3900.024539956563
ls-1629,female,4,172.20328467210106,484.1518002676541,1717.6536160137275,2927.2433142919326,3992.395565602117
ls-1653,female,4,170.96997786581338,341.8623789646044,2059.5169442725464,3217.295243381798,4016.580222422086
ls-1664,female,3,170.98836363332714,526.9509674391123,1747.3474187424158,2723.7794804500572,3812.3245191323526
ls-1674,female,2,173.95167320079094,401.6026007516956,1681.4777858319658,2809.770282735689,4205.609776722372
ls-1679,female,4,200.6773339742753,570.5765712184714,1785.095160976776,2672.4316251300943,3785.3473614653262
ls-168,male,4,217.89556865699308,468.1802178090013,1717.5378523433737,2940.4696127015604,4196.888889668439
ls-1693,female,4,170.4772433007446,549.5710586927396,1619.6723486739902,2674.1953795962318,3795.337821432954
ls-1695,female,4,169.30281826445582,450.1769163418151,1724.0601227557029,2943.5071475912628,3932.349342513661
ls-1704,female,4,178.59569921545932,487.340031363624,1704.9937157457389,2968.654606263627,3979.774803033256
ls-1705,female,4,173.19284774853412,439.9283971605836,1841.7675710302879,2739.395336233342,4111.282532612881
ls-1708,male,4,158.2159687192467,419.2512983892901,1619.9854082591069,2985.456367880839,3846.204041995242
ls-1714,female,4,163.08121348710665,555.7963654514051,1732.9295176804576,2814.136860744356,3700.856251052047
ls-1721,female,4,176.24750532883195,413.4091083280143,1828.3672164571358,3137.1904899383962,4214.135094336523
ls-1724,female,4,177.63913291297195,416.44088475788226,1702.9373366392856,2857.077617383048,4134.189386559139
ls-1734,female,4,157.43829340981617,395.1424054801814,1664.857496952013,2935.2745651074765,4022.3493726582838
ls-1736,female,4,161.98775568487105,489.4942387539696,1783.7089831182107,2891.7710736168856,4052.052343973696
ls-1737,female,1,61.063093092644024,1465.2641001276597,2511.242540448367,3341.614419474482,4605.96772782255
ls-1743,male,4,169.06098387676474,434.01782220047363,1554.9011071123778,2554.568900784158,3644.7017432047023
ls-1746,male,3,150.61233110548613,506.6236931587746,1567.2461964331276,2702.4604535214166,3702.7891978492153
ls-1757,female,4,180.6502952536942,477.75020867779017,1611.1307908210626,2606.317655879965,3940.450970292227
ls-176,male,4,155.41909570684356,427.60929559126777,1582.0966863578278,2569.6682306379503,3800.911031596972
ls-1765,female,4,171.42005924542826,572.4166972235912,1727.56153232209,2878.2548936839644,3973.282602180525
ls-177,female,2,164.7268281345243,520.7516273046224,1622.7462019377767,2619.9070547541055,3798.1995839761566
ls-1772,male,1,257.0350176345874,667.7553236299472,1178.2027913049474,2508.2327885179616,3634.385922472564
ls-1780,male,4,232.9012663868487,407.68183880600554,1855.8793709451566,2891.661724204635,4023.4550250136726
ls-1784,female,1,177.33142184046915,414.4139832360017,1640.0921397221932,2780.6755839770326,4101.8928677770255
ls-1789,male,1,145.98491288954605,367.3807629953169,1514.0485940424865,2520.2806296434946,3465.783887496526
ls-1800,female,4,61.70255695681655,897.8559374560068,2137.168998102095,3023.3279731502907,4258.211125960556
ls-1806,male,4,160.1100410730661,475.1596133635594,1635.4324249941026,2663.2525402614265,3879.5235068240795
ls-1809,female,4,176.12861631616266,435.80212605085,1533.5308057223533,2739.0307437973797,3862.9166224439073
ls-1815,male,1,148.82154268361782,655.7539352206772,1849.7050848293773,2830.0510040148974,3816.7285577820894
ls-1826,male,4,129.9677101712827,583.4136302207811,1831.024917804375,2804.095505016734,3843.700006228829
ls-1841,female,1,175.19085111252747,534.3255844741788,1793.4658352616907,2935.53987210367,3717.3781944796747
ls-1844,male,4,145.14913429564058,433.3648964934032,1767.3295610606651,2695.421478281609,3699.7166100597096
ls-1845,female,4,156.9593498152338,454.9068672881017,1780.618944198981,2799.348500245528,4082.1226566938444
ls-1867,male,4,158.5054429641309,576.207473967389,1771.8545856249993,2858.7544829389367,3757.233929885686
ls-1868,male,1,141.62460366698016,427.8822204062019,1962.3577351648805,2762.0077115064764,3531.905489155244
ls-1870,male,1,155.7795516828552,452.2687525065262,1739.7596981314568,2712.9629165893466,3971.5451962923867
ls-1878,male,3,134.58252705102754,580.0029712521053,1825.5349948134785,2659.279002760211,3950.1248028010323
ls-188,female,1,180.36075663070656,500.33946732303787,1767.9817392667346,2951.666860643104,4174.178308476337
ls-1898,female,1,168.93367046402895,804.7940448361792,1750.7788506401228,2690.559607953004,3693.7756784165863
ls-19,female,2,180.05927849806267,535.872925835822,1711.4044937282852,2664.5044628051655,3840.62721758313
ls-1903,male,2,148.99128553278854,444.76237399655247,1609.8839904578938,2657.5871497737076,3570.464618846764
ls-192,female,4,164.42403362372733,427.2396362532778,1686.9331257045865,2779.01529424635,3940.6152371767266
ls-1920,female,2,179.08612064644447,457.4628297480817,1635.2778082532336,2895.1260336595333,3891.8871183217952
ls-1923,female,4,163.42194382854927,809.302615838033,1863.4409778156555,2714.04107234829,3800.7219237878485
ls-1933,female,4,139.9911475277247,442.7050669868172,1516.6043912043613,2875.950643849045,3976.639268071661
ls-1938,male,4,149.75680254901152,364.6791244935025,1713.6128482261042,2601.806860706858,3883.9881562188575
ls-1943,male,4,159.75479442583372,554.5173109929937,1621.2607766484996,2539.511254035804,3306.5354925154597
ls-1958,male,4,154.52660154414383,428.729571847013,1718.7597302506733,2744.2190089629457,3799.0911588822796
ls-1961,female,4,173.2403888104662,469.79264640716167,1738.0427107311948,2743.863751613281,4187.837831488738
ls-1963,female,4,168.18772930590933,536.6204539503707,1808.195644018291,2721.822700054013,3802.458641879266
ls-1974,female,4,164.6322548759153,549.8899285947434,1717.88287762085,2796.4736747958423,3712.179061271171
ls-1989,male,4,160.39654535306778,431.96658170983994,1683.7767301023825,2715.7410802960703,3714.64344625344
ls-199,female,3,183.73223842452958,500.93007084824444,1915.9611181553719,2846.9741119421524,4055.142721855129
ls-1992,female,1,180.1567244984754,384.5264027320357,1703.6397871617621,2854.801877463072,4151.897345031656
ls-20,female,1,177.07387308950496,381.0043716515803,1876.696413797711,2838.5079325850706,4014.7192835728197
ls-2002,male,1,138.53957642621816,436.3407099316192,1509.1469258776642,2470.0711981361433,3609.046391406926
ls-2010,female,4,157.92708890099857,449.7896779275922,1682.2941911615528,2747.5318715179437,4019.5119144135433
ls-202,female,1,175.08744732843905,456.34726570168084,1598.2159679432632,2860.287090174314,3829.2962747827137
ls-2026,female,1,183.56731901009766,487.0045924396073,1658.313963503495,3058.6259555342313,3922.607195799274
ls-2045,male,3,144.26899063695058,391.8525282391601,1662.3157016824462,2728.460077807281,3715.878900027643
ls-205,female,4,153.3787039709021,657.9507256832767,1838.15404236859,2698.1356287924377,3785.7659342378147
ls-2050,female,4,155.60649941119948,407.8931451316822,1700.4569226687145,2928.453609803429,3981.462159098569
ls-2051,male,4,144.20917140265647,418.9156513134218,1669.9677635952344,2542.0434329264094,3630.778438489904
ls-2053,female,4,103.80745226323398,395.3344832726665,1661.5087107379045,2844.5355929227458,3635.0504406219643
ls-2056,female,4,164.2151178267681,453.1126943759306,1779.439893855027,2843.2355488837065,3941.6182493067954
ls-2060,female,4,158.7221785395181,482.20370234985035,1722.9918588070418,2711.2799182399285,3691.36095255314
ls-2061,female,4,173.6335659010316,380.4776700136871,1730.5233784395218,2883.3778889136147,4053.72122107216
ls-2062,female,4,174.89618691608774,421.37566860856964,1903.844504186732,3032.1366950689576,4056.2981067255605
ls-2074,male,4,143.50061499462134,376.156030478821,1603.9736320095683,2577.7988862466646,4193.7905412674145
ls-2085,female,4,181.06122624859978,550.4924681041102,1577.6186026655698,2794.807738398943,3780.5699941629045
ls-209,female,4,170.87036355103294,500.6449064929078,1837.2878431466459,2832.827123160352,3807.3559831148814
ls-2090,female,1,185.99696361940994,485.7099934350662,1627.8947880050791,2767.278135374438,3898.779407560146
ls-2092,female,4,176.9428959969842,475.09086942664396,1731.7818011164127,2872.5624504449434,3871.0030975004265
ls-2093,male,1,150.51223315395592,542.4866543546151,1602.0975860370545,2606.4807256105714,3623.273308771801
ls-2096,male,4,173.37541673827695,457.41260412141185,1663.3964756439568,2752.965183810358,3751.072747625275
ls-2104,male,2,148.63687777973206,407.82157937517854,1665.0688055491253,2502.5922058126603,3682.7383535605277
ls-2110,male,4,151.00663211178204,481.3868953196067,1704.2188026737367,2700.8846997271685,3573.669224210077
ls-2136,male,1,149.3033513070106,408.6642332386541,1667.9840047403527,2598.554734594154,3671.696964290024
ls-2140,male,3,159.11942845848822,383.5128977476131,1281.5680841896678,2687.501275364193,3598.340404107478
ls-2149,male,4,149.75619994195551,497.88081217015133,1699.6464256845413,2438.4173318836934,3746.328168498898
ls-2167,male,2,137.22584525857366,438.11435822805356,1597.03575298668,2862.6400221662043,3980.393485245644
ls-218,male,4,156.29177069214825,425.2304397277274,1679.6529397662293,2683.5609733216925,3976.6753854787503
ls-2182,female,4,171.0244412314289,455.62711987049113,1718.598837574401,2835.83175968849,3945.500973154273
ls-2195,male,1,160.75665631777537,505.5287920724749,1557.9067235519603,2662.935584703858,3664.6251928543
ls-22,female,4,164.0359836132536,549.3162122494912,1805.9204069962343,2814.9720149432314,3828.8407643042
ls-2204,female,4,157.30074409676075,463.2311655385762,1756.1699309929515,2990.7213238695094,4032.2031204455016
ls-2230,female,3,162.14185709578095,712.9169870558361,1797.2100623861568,2689.7141776766257,4006.257846750205
ls-2234,male,2,145.14441004952124,433.6433995952003,1530.8200839946178,2574.112999394778,3638.1864785066928
ls-2238,male,4,144.86759797846653,409.163156674477,1686.5479093753386,2713.014014240315,3543.3895133892365
ls-2240,male,4,161.7089901321154,476.4486576699387,1770.2677278085712,2386.1213483749834,3404.8473948239716
ls-2246,male,2,142.81484375341594,431.3494797335384,1769.6350642407851,2655.1444987221576,3642.5841523540967
ls-225,female,4,146.42110329870357,536.3799630515489,1832.9049047378771,3022.6356734498395,3984.5101736500123
ls-2256,female,4,147.29761016414992,302.1194545184609,1785.120234139284,2892.5185666029993,3793.7410369406516
ls-2262,male,4,173.987041834352,448.45518855697117,1628.014359173923,2718.1867971092697,3789.8088097879695
ls-2269,female,2,159.01220943767305,585.146991871993,1797.4270267689917,2935.8398586989942,3971.5653891914853
ls-2276,female,4,170.083493423388,423.2956417902976,1924.375679103638,2959.896369146301,3915.654533363012
ls-2284,male,1,151.52264068816268,427.44938180168765,1653.779071689159,2588.645852813491,3755.059137277032
ls-2288,female,4,142.57606537493456,308.13727591310027,1598.5235507840794,2753.140700026186,4304.988681605678
ls-229,male,4,146.58432099071229,455.146729834765,1460.160572348031,2443.349009940897,3716.286504828526
ls-2292,male,4,144.65510637253198,482.94821396248403,1681.3616849947407,2232.289810385457,3714.9196839138335
ls-2299,male,1,146.2540995422983,429.93015339943963,1714.5869136248325,2488.237626779546,3773.385663844241
ls-23,female,1,172.4797419449219,584.8951685849922,1909.61684349169,2946.947905266261,4113.587623496584
ls-2301,female,4,162.08724986103942,460.22129871960595,1845.9828124875273,3182.1589834217866,4230.140189603289
ls-231,male,4,190.0753577791466,406.7226995528146,1585.9366285994904,2540.701001209054,3571.188899298526
ls-2319,male,1,162.54965188165573,334.7389508430751,1407.019140037735,2406.27894934797,3653.7264178364053
ls-233,male,4,152.48095260357306,510.4377537779302,1618.6907488136817,2651.61880967624,3552.7079850645387
ls-2356,male,2,140.94926984252297,455.03704927387383,1614.8700367567994,2756.122661244137,3724.730919171829
ls-2364,female,4,170.33375167826836,477.47079327761156,1832.4190772952288,3010.1445400996345,4042.4797778176035
ls-2374,female,4,158.29102623836303,460.17580723951073,1808.702578278123,2814.243801134615,4135.8510254941175
ls-2380,male,4,169.1346581484268,481.72827659668565,1481.284188909786,2379.373641702732,3110.7490348109723
ls-2391,female,1,174.36220364979448,451.58177307835854,1756.4476465618654,2809.771016399995,3821.692432621115
ls-2393,male,4,153.55011304318705,541.9661387267835,1602.4653971728358,2774.099961259699,3609.87229930008
ls-240,male,4,138.9016919745635,445.0883520001946,1600.2384764905155,2616.219851945215,3672.032578945038
ls-2401,female,4,179.02566624655162,517.498686562688,1768.2943864626268,2862.447325092009,3781.2001398191132
ls-2405,male,1,142.85550493333272,369.43790376509213,1356.5193664327417,2603.0379733993054,3683.2072333531546
ls-2407,male,3,176.10614983295721,496.9892334686735,1474.062249070405,2582.1301463741493,3669.013565331254
ls-2416,female,4,171.62529107899957,536.805034289431,1661.099716649888,2795.20615207285,3771.883131775465
ls-243,female,2,166.24634759419718,502.93947662703386,1711.7371840325145,2818.352190478784,4120.67258135714
ls-2445,female,2,171.84499514611946,452.56481601841887,1756.6762451419818,2778.3058780376177,4045.2627825817854
ls-2448,male,2,150.70750475623655,412.7334373970652,1717.549906584286,2863.5256663298387,3649.7071772924987
ls-246,female,1,178.4708600287599,506.4257013204198,1835.1844894931423,2855.209251304796,3921.5938450560343
ls-2481,female,4,175.18825675828685,661.1825320455068,1717.6021069318226,2771.5921456951064,4045.767016603857
ls-2488,female,4,146.01028764694766,399.10974381072776,1675.0671947434441,2791.0525025281536,3927.241953991743
ls-2491,male,1,182.0131654491709,488.1755159036598,1604.0675980461756,2756.9253476433223,4079.0478339524966
ls-2498,female,4,177.1382142304604,558.3428356657413,1787.4914313234412,3044.2640147178918,3874.8557708784447
ls-2499,male,4,171.77873297199633,445.82939889099714,1604.357482660337,2401.4309844226536,3709.5842678162467
ls-25,male,4,159.73382740082178,521.536255353694,1605.6445929444385,2643.7999160303284,3485.227126224084
ls-250,female,4,162.14763983514106,513.8341327368752,1680.2112414999146,2816.819889033076,3944.7380737096437
ls-2517,male,4,149.02162640871035,464.2044309100761,1526.8372166922536,2634.007991962839,3494.354916725354
ls-2526,male,1,148.92226328510853,377.67049571115245,1635.555369983603,2566.192592496332,3761.856348535358
ls-2533,male,4,154.61516864200055,846.8179686362881,1838.3918784177022,2924.107560038025,3882.4659584655583
ls-2552,male,4,154.9403786825614,445.3913144984784,1659.6632586312505,2558.2242031364913,3505.631457437459
ls-2553,female,4,148.31181875862333,664.2870924454882,1927.0625645357707,2795.9719282319443,3896.487806494447
ls-2570,female,2,173.0026555053937,577.5448064524369,1579.5611323602534,2786.0825112623666,3963.8544554620703
ls-2573,female,4,176.4403564453472,581.7419192593875,1800.6560916654898,2851.9165471538436,3732.631068827519
ls-2574,male,1,165.292356041927,805.3650588454207,1583.7064909247208,2585.038860078615,3482.524678740071
ls-2581,female,4,151.26743542820608,597.2756814938655,1668.3405967243393,2720.3928147898605,3692.9659111285046
ls-2588,male,4,145.83413504933105,453.0101666245031,1676.234094063686,2705.1250826540363,3794.2396676345084
ls-2598,female,3,173.89647303909442,457.7258307464151,1579.9309219129245,2796.907862200893,3924.1900325684396
ls-2606,male,1,152.718580850247,569.2253779888092,1801.5249248319278,2696.358431158079,3890.540319552407
ls-2607,female,4,180.67554766464434,414.4842663686021,1822.3063118695127,2971.474419910124,4288.045175002808
ls-2618,male,4,162.0206370914687,426.2066126163353,1594.374935222536,2638.9762737553147,3792.2411279540065
ls-2624,male,3,156.43329721219393,376.7440289497757,1707.0754601438832,2749.1655028485184,3886.368362674038
ls-263,male,1,143.30369302458948,709.8172162646198,1774.6523391354933,2616.1570509525914,3681.412967767434
ls-2638,female,4,160.82235808125083,499.3349375563063,1629.0110481823097,2609.714099709029,4002.56894228676
ls-264,male,1,173.99265434833205,458.31539710235666,1861.413936943944,2856.4530739093625,3860.045466669467
ls-265,male,4,173.3691262673175,514.3429689061772,1754.175250998117,2934.296681912542,4033.1564744618954
ls-2652,female,3,178.8587560289124,492.35929016124686,1640.3926087795023,2712.5637721475364,3719.421805902604
ls-2676,female,1,113.0408005939295,638.8138005127228,1857.6740340446197,3011.982101948306,3978.8722521805967
ls-2691,female,4,152.3113574694175,450.50662898582027,1701.8006160457994,2673.903605654528,4054.1678841488665
ls-2694,female,4,173.157894661112,499.7195958085841,1677.8743652149399,2638.898071903238,3870.035167193596
ls-2696,male,4,143.14461350629182,504.7483971483493,1757.2534737063231,2593.46255555683,3758.3606786651444
ls-2709,female,2,180.68090940828966,522.8374814935521,1784.570817961947,2713.9101312697853,3769.5783467369993
ls-274,female,4,169.34629416515332,439.3498526218792,1694.674418604824,3050.880738534931,3975.0752524776026
ls-2748,female,4,146.15691329102282,406.0862237670665,1645.1403379874414,2764.2778836458046,3870.16014970741
ls-2751,female,4,171.6068545507247,647.3522947494458,1916.946075738701,2883.41277870938,3897.581215990099
ls-2762,female,4,192.7066983997872,535.4567535428585,1791.1400074938106,3024.577649986009,4053.312100471523
ls-2769,male,1,143.7900461702491,442.90834298386176,1562.927611277432,2589.4020193796596,3550.4508565203973
ls-2785,female,4,172.646298040555,568.9081654919548,1865.1486214554502,3105.6882935414005,4141.658823413682
ls-2787,male,1,138.80945692435688,418.8950378836731,1839.1209647683486,2728.417395734605,3655.8766476389583
ls-2790,female,1,209.77340647763077,566.7711585993723,1594.4306600324753,2526.4877237604887,3582.4098180438923
ls-2792,female,4,164.36726862567343,420.27650847773083,1759.7064463796378,2829.421707627059,3966.5597764487966
ls-28,female,4,157.62348147785917,469.0511694574491,1868.0260078362444,3033.877429813753,4121.38522181106
ls-2812,male,1,139.72678254739714,493.20720917223423,1572.9708070381778,2583.886370020766,3683.9366949399437
ls-2823,male,1,156.94757841052902,475.90135802925215,1510.585976559099,2392.8168851253645,3738.1858730087233
ls-2834,female,2,173.87452723921862,499.4534131724415,1787.7848276488305,2826.8075173892576,3908.243499035449
ls-2853,female,2,166.070637893364,509.5628650580205,1709.6308709801774,2789.6212030382903,3822.044838844793
ls-2854,male,4,151.27802783618785,439.780742649143,1613.5937316929226,2675.06609044962,3672.771724737362
ls-288,female,4,172.2463678251928,575.1039910445561,1698.8484505497718,2675.5236396559676,3508.517143756091
