speaker,gender,n_clips,f0,f1,f2,f3,f4,f5,vtl,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,centroid,tilt,rolloff,h1h2,vsa,f1_disp,f2_disp,vsa_hull,vsa_hull_norm,f0_range,traj_f12,spec_rate,f2_range,sib_m1,sib_m2,sib_m3,sib_m4,sib_hi,sib_peak
ls-1116,female,2,163.66650851476965,824.5194493283146,2206.762491657917,3045.980755510096,3888.0481237731337,4333.346144429979,14.734980828091256,-0.06242643625674364,-0.6419408153331769,0.47099193381135585,-0.12995427539552779,0.14692028959337738,0.06403196533477487,0.01917876614098723,0.05101263224627287,-0.04769290847969741,-0.035611133200569314,0.009535144197844793,0.05062100533637921,1654.1391842599046,-3.16668197059551,0.10877365239536188,4.205619033681325,258645.22397016536,1138.1211091987418,856.157960770945,1248705.0080398712,0.5871607588864065,27.120902589076966,185.13333989523449,0.08276757019621328,1494.7865266875506,4515.761472504188,916.886198222913,0.8752619868427697,2.712293600999327,0.23717708578615615,4340
ls-1121,male,4,180.39390601576775,480.96898838794505,1618.6575089028072,2511.1483601811883,3903.6984824030033,4701.337030069235,16.19074739323952,0.8838802871867593,-0.07196758922887436,0.10555856712313819,0.007219963382009636,0.1946563570425271,-0.04686625766141639,-0.11126685881146489,0.04334665693764567,0.03273469670181162,-0.045882928507695875,-0.08680792999361174,-0.05261021168835886,906.494276355028,-6.684853048766607,0.007549407385723104,3.8755167421412677,156450.3887306514,309.4752584150911,693.8213400599464,1110133.6106716555,1.0752450800713373,20.0141620406108,242.0366536243988,0.09409491447320943,1269.5609729070939,5119.169301071297,899.2560121839693,-0.3964356166234876,2.8033688196399034,0.6114136035709933,5260
ls-1124,female,3,161.0347822584754,665.5272178244393,1900.1832913622184,2825.040489366225,4055.0328889986563,5081.405647602345,14.978474175673917,0.3884866688052832,-0.21244234473195578,-0.13210769892628735,0.022358376707827105,0.0835110347030595,0.04951175453637107,-0.0460561726769476,-0.01330891865545747,-0.07409757474907304,-0.08853486442573547,-0.03850812309168042,-0.024508627614154968,1179.6015833773702,-4.429601702412218,0.0286302122207607,1.883230939585674,169014.4311885543,968.5745693328388,595.5919549911923,972980.801533627,0.6103093074292787,23.739351435620158,190.49029479168885,0.08890548083679534,1138.8494599303383,5160.598051516918,1151.8555913040373,-0.6663392050455348,1.4215029550028415,0.6164518763391342,5280
ls-1152,female,4,142.5261000262912,401.4370580137513,1814.3191927886692,2940.0250952934457,4425.761012454613,5146.952996027003,14.216088588422057,0.5343436971946046,0.3220896357087609,0.12605391554633227,0.2690785845012561,0.1776115097877573,-0.049570021543008005,0.07049307800035406,-0.01661989538245406,-0.07281199112567,-0.03569847957257667,-0.022756732363488366,-0.011926725040486053,701.0160086248195,-5.5271901601399485,0.0023968597427066795,1.793020134106061,183493.3491738264,303.4696163846263,627.9224720802075,1228187.292614135,1.225592737918675,22.623257560655723,228.6522059565171,0.09036161833003345,1409.7729689860998,5865.306760820924,1124.1694643534606,-0.39566958125235496,0.5610142069885384,0.7695564444040788,5900
ls-1154,female,4,170.44238672719106,485.9993802343507,1657.2675016509647,2684.2055896948823,3827.6881625826572,4635.242938412768,16.08835696902448,0.5233366856803908,-0.18656190054225985,0.3400580126142826,-0.017486188617475175,0.2131561503265585,0.02930043619094434,-0.01674980793451353,0.0445275423971271,-0.005899466668574353,-0.11013333127342277,-0.07158727159329714,-0.023201894290111713,989.8701021004107,-5.602494294233346,0.012686956679840506,7.58621811273524,185929.1408563754,286.25046950001416,583.9248693352263,1228006.155183428,1.1212278447316002,5.166804615274607,312.2102761425263,0.08725683523934497,1428.1396713963763,5886.388460410068,911.7847625884963,-0.060533262040448406,1.4411304240656548,0.8917459089115652,5460
ls-1165,male,4,149.34006038910337,440.6656907866021,1643.3650813568015,2791.0503988929613,3829.552849515428,4669.676546089853,15.891286708389755,0.6483964473756834,-0.015395628313403463,0.317258054499041,0.015688437023974794,0.12888971342520766,-0.040335566343212156,0.07595321224712764,0.006357445790499148,-0.10970115025641469,-0.08490367216264516,-0.11576280688891463,-0.06547351941290368,907.2298127553681,-6.317468676357551,0.006269637651372015,-5.711501422896893,86048.64790010682,140.41428051226276,496.17730039737705,987892.104623555,1.1778550927586289,18.759666210352897,166.40177670139195,0.09694037670979312,1034.8623073276062,4379.605623141742,678.4315934143929,0.30142859277565814,3.7376968992528874,0.16123896459894904,4160
ls-1166,female,4,171.96486437398227,492.0688073706975,1776.5901103385495,2825.0515619780276,3705.9749803649015,4665.999482240115,16.01190407647058,0.4940546609496107,-0.18750258124730915,0.2590901949054554,0.04272246412122891,0.08523253084010435,-0.07718333066470033,0.05151433240659846,-0.078247512587483,-0.05746262844614439,-0.07718842247695512,-0.08119460161275598,0.0007545289313139807,1028.4058036254576,-5.5131605202405245,0.01185150606635861,1.6526660740243597,169384.40681240716,325.6652574346744,665.0114454953211,1065632.5795442164,0.9437092774590017,25.45500281996062,226.78493912590628,0.07790630009601404,1401.056848827081,,,,,,
ls-1168,female,3,165.7564752835978,402.9027682281671,1943.7810300792257,2956.7471657026663,4173.816772705049,4811.553590911399,14.63132084451514,0.6078200283501701,-0.01202430904677922,0.2343788452328642,0.07014256634547572,0.16969741156479232,-0.007733027874911627,0.06631861629560003,0.03362765977760133,0.012279424554033377,-0.0028925644903631913,-0.009301409617923393,-0.024938146473961878,849.0076203796752,-5.500460490292415,0.006334510444982276,8.295701408002868,149938.1103496364,617.5439827871462,603.4631649051169,1193143.2861575014,1.0325250249751834,21.158959664128616,346.37149192369674,0.08538340073453143,997.05939799886,3659.9650613880794,1036.3604728125144,0.7746739525622071,0.9038068698630718,0.07007992757966439,3420
ls-118,male,4,143.02240341235336,465.2609297078899,1529.2308945668747,2667.9023432678887,3918.0416693683173,4783.631388276401,16.05580622581993,0.953583876529895,0.20570772125082198,0.10636804828437743,0.049028596659218895,0.11199035908063158,-0.12931629359604144,0.021483027658579984,-0.03965581281001259,-0.0432845261028559,-0.10379370125068511,-0.08068153067210748,-0.03188844192008702,692.7558919237009,-7.3628620649624965,0.0019406936106483308,5.147363954386593,114602.77397737019,199.13910137485058,604.3506735926837,915308.3737879726,1.1137115512674067,6.382391270651997,214.3005730429653,0.09850487903711921,1327.9789446527425,4625.246292710308,801.5867995743757,0.10687952656421143,2.943527633880984,0.4111832200956816,4380
ls-1182,male,2,141.12626718587003,560.4004122178677,1670.9912371046084,2783.3705448278033,3651.513442212037,4276.776640020553,16.315206391017533,0.651053617064572,-0.4899820160705253,0.5378422788402512,-0.10084274047712244,0.032220626713271826,-0.024155532767687688,-0.03920470501394829,0.0628411534617849,-0.00524389558310753,-0.057882145916170434,-0.03970498145628168,0.00750655791051011,1144.7845454505677,-6.534504968785988,0.02590557041402575,3.0609352683406907,205759.94731854816,354.7456719884648,831.2558238082283,1427075.0725433116,1.1998197543409026,12.049127818122397,338.078549401552,0.09256354342074363,1693.355213729893,4697.057624368688,855.6682402849643,0.6759772898668819,1.7499152310041448,0.35858140291140184,4320
ls-1183,female,1,179.64645523079304,484.6368929292886,2087.46923481778,2994.6049292759953,4111.53906538644,4781.551556427567,14.554212577102977,-0.26354835049425124,-0.08962479178408002,0.32707424772347937,0.14362764188862442,0.20355804643849837,-0.1513141332244019,-0.003836877022932514,-0.07184055087901527,-0.11040042336990792,-0.06659701740131133,-0.001410840564767557,-0.04366536052885094,1668.2833151732073,-2.3988546389095955,0.10033618642907927,0.6244076322590784,123473.19676776581,131.02485355446242,618.9122523136139,1318202.6409223236,1.1918363799307499,7.172509010371638,213.38403101924013,0.10059877620998742,1426.9173031277278,6927.185144014424,873.5117694017601,-1.1738682647719665,2.0371837766114416,0.9598501388679294,7240
ls-1187,male,1,144.2532128081418,418.9265003883312,1598.811844640683,2537.5808882303263,3800.9453246381836,4664.95479891536,16.51318624336317,0.6832620431349307,0.06346687577824973,0.30954438900918857,-0.08843642525343505,0.25345839952686733,0.10291150379533304,-0.03215668510597794,-0.057707872463616895,-0.021957713406866343,-0.1791589561098883,-0.1365697026842345,-0.06885772576120068,801.030955686214,-5.926031840795374,0.003267078843871111,-2.7971690742212156,82185.72193269203,131.41031634674408,426.9964297366125,830816.7255481989,1.0846671229853246,10.724618001912983,158.6421732674316,0.07789552631825512,876.6291676960589,5661.663612197362,1228.5266119421376,-0.2174919675554856,-0.05879667481736761,0.7481655885020693,5160
ls-1212,female,2,178.54876801361968,456.47643845208785,1561.1789234169466,2945.2148790898964,4160.260825235567,4969.091404795083,15.003719622153714,0.9429060103091658,0.45828120851062476,0.39006145277174553,0.1778484479794249,0.06699788800196288,-0.10511255792543313,0.019617873962701364,-0.05898405772424494,-0.13327873755042058,-0.060217395003770546,-0.03646692196534625,-0.010276017729154175,602.1393404830901,-7.1495995486561394,0.0007306269511514852,2.239930705756103,126769.99618687213,195.59938920838144,978.5603018710899,913724.6807709803,1.1983964412290713,11.652498517510093,220.8783261027208,0.09202425968246161,1552.2199983810228,6250.900903940903,775.1898735097344,-0.24304565122337102,0.2379834724774037,0.9667223343210005,5800
ls-123,female,4,166.5278091346304,400.10883166646886,1756.7520150789542,2742.7514450144,3873.707360153894,4883.118901451884,15.79618378078595,0.7326135692067133,-0.12305083275098984,0.29393328876433744,0.21684441607029634,0.1715555454994177,0.01412117729705123,-0.08676602883728553,0.016538488138111176,-0.05184344433067033,-0.14341263147027833,-0.07051955719534542,-0.019791526213499486,833.9182689884683,-6.444551362671369,0.0066775463348095355,-2.3868946094340906,118696.13922994767,178.2100699773933,564.2913367964228,1392548.7025265703,1.6808715142348052,11.28668760312625,148.55384405846797,0.08741339278012653,1300.4741002570584,,,,,,
ls-1235,male,1,160.62845421321137,514.7446393649614,1684.2737007786043,2687.502858155025,3775.9538085572617,4652.715325653434,16.176330651771995,0.6093223338765862,-0.13669382127787827,0.2774724529190484,-0.01741404649594881,0.1584657457473939,-0.04987866625988869,0.06423299786262854,0.013268936914851552,0.019576446991269574,-0.07695930732208671,-0.10288785708819392,-0.0026203014267169606,881.7662399604986,-5.715185227389719,0.006347071806626998,0.26991115830188506,208579.27561156056,424.80152308255543,921.5061610171019,1138899.4360739286,0.8520366612111485,25.837238249462025,247.82934778440082,0.08226761548334803,1595.286804409459,3296.378182584943,864.5749239747392,2.271547029054153,6.388945510071168,0.04148654829865016,2720
ls-1241,female,2,178.35192439105515,510.517316270015,1811.2223326243925,2711.4128429665193,3678.944336098811,4530.356258147498,16.242304174867513,0.6099326825089509,-0.5323658762054981,0.2126290315470037,-0.009381907483361984,0.1931862888201279,0.024446485612315095,-0.0024257587056459935,-0.05135278413373809,-0.08715416672101625,-0.1060625695703498,-0.06691569532625684,0.03058352630592854,1285.9743138691774,-6.047420738832354,0.05148315983362128,2.1448317092021836,125948.14256196708,247.77860086268228,379.6292451780587,945953.044853205,0.8441003831640544,8.02384213382737,199.8353550176736,0.09205186523459814,923.9123326050599,5292.109241556351,801.0903625986556,0.03345440920230819,2.6625064014917754,0.633181441720472,5190
ls-125,female,1,172.9723145712741,557.9560773681111,2022.369782414806,3007.2787029497663,4132.702557229346,4716.086555711263,14.528454736066413,0.08569058076944668,-0.20233865160226364,0.3658431800690736,-0.0558042928947289,0.17467392487436675,-0.06284229213743002,-0.0758329274492323,-0.02792593111132567,-0.05372072389723612,-0.07347019349261939,-0.006489515148011334,0.020866406158078565,1478.4129806744927,-3.7787872828584024,0.05307086155733066,4.947855641561754,143134.8262028301,434.93776125918254,652.3621939226589,750250.0609169123,0.575223076236247,21.029861246173972,273.70873393193887,0.08943709204418139,1188.2350377742289,4610.861330578681,881.7971938880453,0.49087084844434625,2.1033307270316133,0.2632081381785414,4700
ls-1250,female,4,198.91910564156672,563.0257279234613,1664.701642739811,2558.889975864275,3663.69704199255,4796.370379371857,16.70427293486143,1.5429185874641043,-0.13204797657413225,0.021124695090470772,0.06712091460165759,0.07069045806026002,0.012752214213869701,0.06165146589589875,-0.056938101378075645,-0.09537857208627037,-0.08500567343078917,0.00794591115674217,0.032436605481421805,647.2629396217968,-8.623310469813251,0.002727506061631923,0.8356181755494554,69844.00913238601,294.86029385535176,395.9572174256141,463412.6468236876,0.510629354435618,12.072934928188943,199.63394907161486,0.0809785018668821,808.7720860087276,,,,,,
ls-1259,female,4,166.4868237721733,581.1708754799047,1884.1953120550547,3000.2874396143743,4108.668843294843,5071.227392942354,14.707735558151573,0.3535100198095913,-0.1780052693288413,0.17179062749427243,0.018721232937436737,0.042685151055284816,-0.021463350543484572,-0.052276298596212106,-0.03610975041887856,-0.15389854236552863,-0.06271834638848164,-0.02380353454107765,-0.03397701168144958,1277.3842719762913,-5.013332626818113,0.03540080559555975,1.9622117435076802,131479.51661405995,276.02710254840497,555.8555785043128,1042366.7016097651,0.8437042018982706,23.22596657996261,169.8129247592983,0.07727225029609414,1076.853052440576,5821.322405570136,933.2469038686082,0.1175229983350177,1.5010552700224675,0.9397093106582985,5780
ls-126,female,4,176.53290753490518,472.6719874427297,1711.1178863152586,2816.28436899232,4122.834563114021,5042.313007284898,15.13814317171964,0.8974189454606198,0.19916423516694004,0.18734351575178182,0.09870561704806029,0.1023037847818968,-0.03485568744082491,-0.045574418551260557,0.0034782487785525572,-0.09657437253809378,-0.06751145852819582,-0.03865802048725528,-0.037858236482454094,739.0053690491147,-7.113832843444392,0.0033742842720649955,3.1243486579354633,132110.89967480485,245.59681600571926,761.7364697279734,1022769.3736474316,1.1596475561378687,12.578920026723088,200.25742811997185,0.09263688633610823,1395.2966280998749,,,,,,
ls-1263,female,4,153.17716503020006,447.26617229826775,1912.2553389304744,2901.0906661082463,3966.31605346976,4678.142050901062,15.171437406791316,0.38444152126658315,-0.09492054899375525,0.46454692362205696,0.15864519479725847,0.14998650416609502,-0.15391127730328888,0.01819516214612135,-0.05340045327746637,-0.1121254175552113,-0.05324811979509394,-0.06234608810885614,-0.03161671467365945,999.668546647995,-5.247430792865096,0.016996732677322643,0.4680734922030537,183205.4573212809,180.83246694857735,1025.5484513449483,1412242.7563374196,1.4659060251863352,10.402972700982334,193.70238533018204,0.09606903095117401,1726.1972136085421,5075.3141171656325,977.3777800442042,0.5727057428902095,2.251425886052856,0.4826644699853282,4740
ls-127,male,3,151.48081237249022,356.8467561662793,1679.6874542784071,2667.8185846278184,3720.5529194869223,4643.80984887967,16.443666005874967,0.7738358764855302,-0.18719913859759127,0.2080128941458727,0.17370585052331705,0.21117221606258565,0.06786543256385577,0.052173404266332817,0.05372231527358527,-0.008145138637566437,-0.06319897846370373,-0.05812276430763685,-0.013259514524862159,705.3666249597375,-6.978092196067728,0.004440584983614328,7.184856511372259,139029.02112408777,185.71973526054808,574.1380684152571,865171.161470547,1.0002004410504948,11.0233426729461,311.10052266573723,0.09717658455385036,1294.935226565578,4968.7201375147015,1115.8382757086415,-0.22794756385802561,1.0516844748991798,0.4723666358047527,4900
